url,change,changeDescription,multipleCompulsory,department,id,grade,class,name,credit,yearSemester,compulsory,restrict,select,selected,remaining,teacher,room,classTime,description,tags,english
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5418&Crsname=電子安定器設計專題,,,False,電機碩,EE5418,0,不分班,"電子安定器設計專題
SPECIAL TOPICS IN DESIGN OF ELECTRONICS BALLASTA",3,期,False,50,1,4,46,謝耀慶,"一C,D,E(通GE 2008)","['CDE', '', '', '', '', '', '']",《獨立研究》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5425&Crsname=配電系統分析專題,新增,7/10,False,電機碩,EE5425,0,不分班,"配電系統分析專題
INDEPENDENT STUDIES IN DISTRIBUTION SYSTEM ANALYSIS",3,期,False,50,1,4,46,李宗璘,"四C,D,E(工EC 6015-2)","['', '', '', 'CDE', '', '', '']",《獨立研究》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5426&Crsname=智慧電網專題,,,False,電機碩,EE5426,0,不分班,"智慧電網專題
INDEPENDENT STUDIES IN SMART GRIDS",3,期,False,50,0,3,47,鄧人豪,"四6,7,8(工EC 8023-1)","['', '', '', '678', '', '', '']",《獨立研究》,['海事工程學程'],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5429&Crsname=電力系統最佳化技術,,,False,電機碩,EE5429,0,不分班,"電力系統最佳化技術
OPTIMIZATION TECHNIQUES IN POWER SYSTEMS",3,期,False,50,0,2,48,蘇健翔,"五6,7,8(工EC 2010)","['', '', '', '', '678', '', '']",《講授類》,['海事工程學程'],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5431&Crsname=配電自動化簡介,,,False,電機碩,EE5431,0,不分班,"配電自動化簡介
INTRODUCTION TO POWER DISTRIBUTION AUTOMATION",3,期,False,50,3,17,33,鄧人豪,"一6,7,8(工EC 2007)","['678', '', '', '', '', '', '']",《講授類》,['海事工程學程'],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5433&Crsname=再生能源和電網電壓調節的電力轉換器專題,,,False,電機碩,EE5433,0,不分班,"再生能源和電網電壓調節的電力轉換器專題
INDEPENDENT STUDIES IN POWER CONVERTERS FOR RENEWABLE ENERGY AND GRID VOLTAGE REGULATION",3,期,False,50,1,1,49,哈菲茲,"二2,3,4(工EC 6015-1)","['', '234', '', '', '', '', '']",《獨立研究》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5502&Crsname=天線工程專題,,,False,電機碩,EE5502,0,不分班,"天線工程專題
SPECIAL TOPICS IN ANTENNA ENGINEERING",3,期,False,50,0,6,44,翁金輅,"五6,7,8(工EC 7013)","['', '', '', '', '678', '', '']",《獨立研究》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5503&Crsname=平面天線設計,異動,修正部份時間8/27,False,電機碩,EE5503,0,不分班,"平面天線設計
PLANAR ANTENNA DESIGN",3,期,False,50,6,19,31,翁金輅,"一6,7,8(工EC 3010)","['678', '', '', '', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5504&Crsname=平面型傳輸線專題,新增,8/27,False,電機碩,EE5504,0,不分班,"平面型傳輸線專題
SPECIAL TOPICS IN PLANAR TRANSMISSION LINES",3,期,False,50,1,0,50,郭志文,"一1,2,3(工EC 6015-1)","['123', '', '', '', '', '', '']",《獨立研究》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=113&SEM=1&CrsDat=EE5513&Crsname=非線性微波電路專題,,,False,電機碩,EE5513,0,不分班,"非線性微波電路專題
SPECIAL TOPICS IN NONLINEAR MICROWAVE CIRCUITS",3,期,False,50,1,2,48,李杰穎,"三2,3,4(工EC 6015-1)","['', '', '234', '', '', '', '']",《獨立研究》,[],False
